created_at,merged_at,merged,time
2024-04-10 00:27:04+00:00,2024-04-10 04:07:37+00:00,True,0.0
2024-04-10 00:10:07+00:00,2024-04-10 11:47:07+00:00,True,0.0
2024-04-09 22:57:00+00:00,2024-04-10 04:04:52+00:00,True,0.0
2024-04-09 21:05:50+00:00,2024-04-17 01:18:07+00:00,True,7.0
2024-04-29 22:54:25+00:00,2024-04-29 23:10:17+00:00,True,0.0
2024-04-29 22:26:13+00:00,2024-04-29 23:02:52+00:00,True,0.0
2024-04-29 21:00:48+00:00,,False,
2024-04-29 19:24:00+00:00,2024-04-29 19:34:36+00:00,True,0.0
2024-04-29 18:55:42+00:00,2024-04-30 09:26:52+00:00,True,0.0
2024-04-29 13:44:11+00:00,2024-05-01 20:11:41+00:00,True,2.0
2024-04-29 08:25:17+00:00,,False,
2024-04-29 07:05:08+00:00,,False,
2024-04-29 07:05:04+00:00,,False,
2024-04-29 06:45:19+00:00,,False,
2024-04-29 06:36:38+00:00,,False,
2024-04-28 08:06:04+00:00,2024-04-29 09:11:31+00:00,True,1.0
2024-04-28 07:04:29+00:00,,False,
2024-04-28 07:04:29+00:00,,False,
2024-04-28 05:48:23+00:00,,False,
2024-04-27 21:53:57+00:00,2024-04-30 10:59:00+00:00,True,2.0
2024-04-27 19:58:30+00:00,2024-04-29 09:11:28+00:00,True,1.0
2024-04-27 14:04:39+00:00,2024-04-27 14:36:23+00:00,True,0.0
2024-04-27 13:53:52+00:00,2024-04-29 11:37:58+00:00,True,1.0
2024-04-27 07:39:07+00:00,2024-04-27 20:33:35+00:00,True,0.0
2024-04-27 07:04:52+00:00,,False,
2024-04-27 07:04:52+00:00,,False,
2024-04-27 01:02:00+00:00,2024-04-29 15:25:58+00:00,True,2.0
2024-04-26 22:19:52+00:00,2024-04-30 16:39:50+00:00,True,3.0
2024-04-26 19:23:05+00:00,2024-04-26 19:55:57+00:00,True,0.0
2024-04-26 18:09:02+00:00,2024-05-08 19:47:14+00:00,True,12.0
2024-04-26 17:52:51+00:00,2024-04-26 19:03:30+00:00,True,0.0
2024-04-26 16:04:22+00:00,2024-04-26 18:17:39+00:00,True,0.0
2024-04-26 15:38:34+00:00,2024-04-29 21:35:20+00:00,True,3.0
2024-04-26 14:06:49+00:00,,False,
2024-04-26 12:06:44+00:00,2024-05-01 07:00:25+00:00,True,4.0
2024-04-26 11:46:32+00:00,2024-04-28 20:15:38+00:00,True,2.0
2024-04-26 09:56:54+00:00,2024-04-26 14:39:04+00:00,True,0.0
2024-04-26 09:36:39+00:00,2024-04-26 15:47:32+00:00,True,0.0
2024-04-26 09:13:15+00:00,,False,
2024-04-26 08:14:06+00:00,2024-04-26 13:23:03+00:00,True,0.0
2024-04-26 07:05:00+00:00,,False,
2024-04-26 05:46:46+00:00,2024-04-26 17:08:02+00:00,True,0.0
2024-04-25 20:46:29+00:00,2024-04-26 16:01:37+00:00,True,0.0
2024-04-25 19:42:08+00:00,2024-05-07 16:18:32+00:00,True,11.0
2024-04-25 19:03:00+00:00,2024-04-25 20:45:45+00:00,True,0.0
2024-04-25 19:02:58+00:00,2024-04-25 20:48:59+00:00,True,0.0
2024-04-25 18:11:07+00:00,2024-04-26 17:57:22+00:00,True,0.0
2024-04-25 13:00:50+00:00,2024-04-26 08:56:33+00:00,True,0.0
2024-04-25 12:12:38+00:00,2024-05-07 19:14:58+00:00,True,12.0
2024-04-25 10:42:35+00:00,2024-04-25 16:10:21+00:00,True,0.0
2024-04-25 10:34:58+00:00,2024-05-20 08:49:53+00:00,True,24.0
2024-04-25 08:11:55+00:00,2024-04-25 09:27:45+00:00,True,0.0
2024-04-25 07:05:45+00:00,,False,
2024-04-25 07:05:44+00:00,,False,
2024-04-25 04:43:36+00:00,2024-04-25 18:55:37+00:00,True,0.0
2024-04-25 03:19:43+00:00,2024-04-26 05:46:59+00:00,True,1.0
2024-04-25 03:13:31+00:00,2024-04-26 05:27:08+00:00,True,1.0
2024-04-25 02:35:53+00:00,2024-04-26 21:24:25+00:00,True,1.0
2024-04-25 02:29:04+00:00,,False,
2024-04-25 01:51:50+00:00,2024-04-25 04:03:12+00:00,True,0.0
2024-04-24 23:25:49+00:00,2024-04-26 18:43:43+00:00,True,1.0
2024-04-24 22:33:38+00:00,2024-04-25 16:47:22+00:00,True,0.0
2024-04-24 21:58:43+00:00,2024-04-25 02:27:32+00:00,True,0.0
2024-04-24 21:49:55+00:00,2024-04-25 10:23:12+00:00,True,0.0
2024-04-24 21:30:07+00:00,,False,
2024-04-24 21:28:14+00:00,,False,
2024-04-24 21:24:08+00:00,2024-04-25 09:36:09+00:00,True,0.0
2024-04-24 20:30:43+00:00,2024-04-24 21:02:10+00:00,True,0.0
2024-04-24 20:22:40+00:00,,False,
2024-04-24 19:48:25+00:00,2024-04-24 20:24:41+00:00,True,0.0
2024-04-24 19:48:24+00:00,,False,
2024-04-24 19:28:01+00:00,,False,
2024-04-24 18:25:31+00:00,,False,
2024-04-24 18:09:47+00:00,2024-04-24 19:46:06+00:00,True,0.0
2024-04-24 18:01:18+00:00,2024-04-24 18:22:48+00:00,True,0.0
2024-04-24 13:02:55+00:00,,False,
2024-04-24 12:45:08+00:00,2024-04-24 21:12:21+00:00,True,0.0
2024-04-24 10:49:33+00:00,2024-04-26 14:48:49+00:00,True,2.0
2024-04-24 10:18:32+00:00,2024-05-01 05:21:51+00:00,True,6.0
2024-04-24 07:05:09+00:00,,False,
2024-04-24 07:05:01+00:00,,False,
2024-04-24 01:07:14+00:00,2024-04-24 01:26:56+00:00,True,0.0
2024-04-23 22:01:53+00:00,,False,
2024-04-23 20:51:08+00:00,2024-04-23 22:19:15+00:00,True,0.0
2024-04-23 20:38:59+00:00,2024-04-23 20:50:30+00:00,True,0.0
2024-04-23 20:27:15+00:00,2024-04-23 20:52:33+00:00,True,0.0
2024-04-23 20:05:06+00:00,2024-04-24 00:12:40+00:00,True,0.0
2024-04-23 19:30:41+00:00,2024-04-30 20:50:42+00:00,True,7.0
2024-04-23 19:18:31+00:00,2024-04-23 20:02:44+00:00,True,0.0
2024-04-23 18:36:05+00:00,2024-04-23 19:58:44+00:00,True,0.0
2024-04-23 17:23:58+00:00,2024-04-24 16:58:24+00:00,True,0.0
2024-04-23 17:07:56+00:00,2024-04-23 20:05:21+00:00,True,0.0
2024-04-23 16:49:24+00:00,2024-04-23 17:28:52+00:00,True,0.0
2024-04-23 16:15:07+00:00,2024-04-23 18:01:32+00:00,True,0.0
2024-04-23 15:33:59+00:00,2024-04-23 19:02:43+00:00,True,0.0
2024-04-23 10:58:33+00:00,2024-04-23 15:13:24+00:00,True,0.0
2024-04-23 10:17:02+00:00,2024-04-23 19:13:00+00:00,True,0.0
2024-04-23 10:16:25+00:00,2024-04-23 15:31:05+00:00,True,0.0
2024-04-23 07:05:14+00:00,,False,
2024-04-23 07:04:54+00:00,,False,
2024-04-22 23:08:50+00:00,2024-04-22 23:40:49+00:00,True,0.0
2024-04-22 22:19:06+00:00,2024-04-23 07:57:50+00:00,True,0.0
2024-04-22 21:09:34+00:00,2024-04-22 21:55:23+00:00,True,0.0
2024-04-22 20:35:14+00:00,2024-04-22 21:29:14+00:00,True,0.0
2024-06-08 07:04:51+00:00,,False,
2024-06-08 07:04:48+00:00,,False,
2024-06-07 21:54:17+00:00,2024-06-07 23:42:44+00:00,True,0.0
2024-06-07 16:26:08+00:00,2024-06-08 19:03:39+00:00,True,1.0
2024-06-07 15:31:23+00:00,2024-06-07 15:50:44+00:00,True,0.0
2024-06-07 13:08:19+00:00,2024-06-07 16:23:30+00:00,True,0.0
2024-06-07 11:43:15+00:00,2024-06-07 12:50:45+00:00,True,0.0
2024-06-07 07:04:50+00:00,,False,
2024-06-07 07:04:48+00:00,,False,
2024-06-07 06:56:14+00:00,2024-06-07 08:11:36+00:00,True,0.0
2024-06-06 23:42:29+00:00,2024-06-08 17:56:38+00:00,True,1.0
2024-06-06 22:46:30+00:00,2024-06-06 23:21:05+00:00,True,0.0
2024-06-06 18:24:20+00:00,2024-06-07 10:48:26+00:00,True,0.0
2024-06-06 18:04:33+00:00,2024-06-06 21:29:11+00:00,True,0.0
2024-06-06 17:28:20+00:00,,False,
2024-06-06 15:52:46+00:00,2024-06-06 21:31:48+00:00,True,0.0
2024-06-06 14:20:08+00:00,2024-06-06 16:08:10+00:00,True,0.0
2024-06-06 11:51:20+00:00,2024-06-06 22:49:42+00:00,True,0.0
2024-06-06 09:08:31+00:00,2024-06-06 15:13:10+00:00,True,0.0
2024-06-06 07:06:02+00:00,,False,
2024-06-06 07:05:58+00:00,,False,
2024-06-06 05:10:37+00:00,,False,
2024-06-06 00:10:41+00:00,2024-06-06 02:19:45+00:00,True,0.0
2024-06-05 20:20:57+00:00,2024-06-05 20:41:28+00:00,True,0.0
2024-06-05 17:25:21+00:00,2024-06-05 18:12:30+00:00,True,0.0
2024-06-05 07:05:02+00:00,,False,
2024-06-05 07:05:01+00:00,,False,
2024-06-05 06:12:25+00:00,2024-06-05 06:51:24+00:00,True,0.0
2024-06-05 02:49:45+00:00,2024-06-05 03:45:57+00:00,True,0.0
2024-06-05 01:52:34+00:00,2024-06-05 03:14:41+00:00,True,0.0
2024-06-05 00:47:00+00:00,2024-06-05 15:10:47+00:00,True,0.0
2024-06-04 21:35:08+00:00,2024-06-05 14:11:46+00:00,True,0.0
2024-06-04 16:54:19+00:00,2024-06-04 17:12:45+00:00,True,0.0
2024-06-04 16:26:22+00:00,2024-06-04 17:15:42+00:00,True,0.0
2024-06-04 16:10:28+00:00,2024-06-04 17:47:11+00:00,True,0.0
2024-06-04 16:03:20+00:00,2024-06-04 17:34:28+00:00,True,0.0
2024-06-04 14:27:45+00:00,2024-06-05 16:57:34+00:00,True,1.0
2024-06-04 14:27:41+00:00,2024-06-05 16:50:32+00:00,True,1.0
2024-06-04 14:27:36+00:00,2024-06-05 16:10:24+00:00,True,1.0
2024-06-04 13:45:18+00:00,2024-06-04 15:13:36+00:00,True,0.0
2024-06-04 13:42:59+00:00,2024-06-04 14:06:51+00:00,True,0.0
2024-06-04 11:01:19+00:00,2024-06-04 12:00:09+00:00,True,0.0
2024-06-04 09:57:18+00:00,2024-06-04 14:52:58+00:00,True,0.0
2024-06-04 07:05:12+00:00,,False,
2024-06-04 07:05:11+00:00,,False,
2024-06-04 06:31:13+00:00,2024-06-04 15:12:11+00:00,True,0.0
2024-06-04 03:00:34+00:00,,False,
2024-06-03 18:32:35+00:00,2024-06-04 11:19:37+00:00,True,0.0
2024-06-03 14:55:03+00:00,2024-06-04 08:18:52+00:00,True,0.0
2024-06-03 12:20:43+00:00,,False,
2024-06-03 11:58:27+00:00,2024-06-03 12:40:41+00:00,True,0.0
2024-06-03 11:40:56+00:00,2024-06-03 13:11:11+00:00,True,0.0
2024-06-03 11:02:44+00:00,2024-06-03 17:53:37+00:00,True,0.0
2024-06-03 09:43:51+00:00,2024-06-03 18:43:31+00:00,True,0.0
2024-06-03 08:25:42+00:00,2024-06-03 18:45:40+00:00,True,0.0
2024-06-03 07:04:57+00:00,,False,
2024-06-03 07:04:55+00:00,,False,
2024-06-03 01:42:14+00:00,,False,
2024-06-03 00:43:01+00:00,2024-06-03 23:09:19+00:00,True,0.0
2024-06-02 20:52:44+00:00,2024-06-02 23:34:00+00:00,True,0.0
2024-06-02 12:12:30+00:00,2024-06-02 14:13:05+00:00,True,0.0
2024-06-02 07:05:09+00:00,,False,
2024-06-02 07:05:05+00:00,,False,
2024-06-01 22:52:36+00:00,,False,
2024-06-01 21:07:30+00:00,2024-06-03 12:56:49+00:00,True,1.0
2024-06-01 18:28:11+00:00,,False,
2024-06-01 16:42:54+00:00,2024-06-02 23:38:43+00:00,True,1.0
2024-06-01 16:22:21+00:00,2024-06-01 17:00:36+00:00,True,0.0
2024-06-01 12:24:38+00:00,2024-06-05 22:48:11+00:00,True,4.0
2024-06-01 12:03:18+00:00,2024-06-01 22:32:50+00:00,True,0.0
2024-06-01 10:10:24+00:00,2024-06-02 23:42:55+00:00,True,1.0
2024-06-01 07:04:38+00:00,,False,
2024-06-01 07:04:37+00:00,,False,
2024-05-31 23:19:36+00:00,2024-06-01 13:26:05+00:00,True,0.0
2024-05-31 22:58:32+00:00,2024-06-04 15:23:23+00:00,True,3.0
2024-05-31 20:29:24+00:00,2024-06-05 13:46:25+00:00,True,4.0
2024-05-31 20:08:22+00:00,2024-06-01 03:37:04+00:00,True,0.0
2024-05-31 17:35:48+00:00,2024-05-31 18:10:08+00:00,True,0.0
2024-05-31 16:40:59+00:00,,False,
2024-05-31 16:31:02+00:00,,False,
2024-05-31 13:10:00+00:00,2024-06-03 16:15:29+00:00,True,3.0
2024-05-31 07:04:51+00:00,,False,
2024-05-31 07:04:48+00:00,,False,
2024-05-31 01:32:13+00:00,2024-06-03 19:55:06+00:00,True,3.0
2024-05-31 00:07:39+00:00,2024-05-31 21:53:46+00:00,True,0.0
2024-05-31 00:07:35+00:00,2024-05-31 20:23:28+00:00,True,0.0
2024-05-31 00:05:11+00:00,2024-05-31 22:26:25+00:00,True,0.0
2024-05-30 22:21:47+00:00,2024-05-31 19:41:17+00:00,True,0.0
2024-05-30 20:48:17+00:00,2024-06-05 18:33:56+00:00,True,5.0
2024-05-30 18:01:56+00:00,2024-05-30 18:39:06+00:00,True,0.0
2024-05-30 17:21:17+00:00,2024-05-31 00:03:15+00:00,True,0.0
2024-05-30 16:45:13+00:00,,False,
2024-05-30 15:42:06+00:00,2024-05-30 17:33:38+00:00,True,0.0
2024-05-30 13:42:34+00:00,2024-05-31 08:32:13+00:00,True,0.0
2024-05-30 13:07:34+00:00,2024-05-30 17:43:36+00:00,True,0.0
2024-05-30 10:42:06+00:00,2024-05-30 14:34:48+00:00,True,0.0
2024-05-30 10:21:10+00:00,2024-06-03 13:11:33+00:00,True,4.0
2024-05-30 07:05:51+00:00,,False,
2024-05-30 01:16:49+00:00,2024-05-31 23:00:01+00:00,True,1.0
2024-05-30 00:11:44+00:00,2024-05-30 19:25:46+00:00,True,0.0
2024-05-30 00:10:36+00:00,2024-05-30 13:59:48+00:00,True,0.0
2024-05-29 22:13:11+00:00,2024-05-29 23:16:31+00:00,True,0.0
2024-05-29 22:10:34+00:00,2024-06-03 20:19:52+00:00,True,4.0
2024-05-29 21:14:34+00:00,2024-05-31 19:18:42+00:00,True,1.0
2024-05-29 19:19:53+00:00,2024-05-30 16:54:04+00:00,True,0.0
2024-05-29 16:37:37+00:00,,False,
2024-05-29 15:13:25+00:00,2024-05-29 15:26:51+00:00,True,0.0
2024-05-29 14:38:11+00:00,2024-05-29 15:37:36+00:00,True,0.0
2024-05-29 13:14:46+00:00,2024-05-29 22:18:15+00:00,True,0.0
2024-05-29 12:16:04+00:00,2024-05-30 10:29:18+00:00,True,0.0
2024-05-29 11:10:05+00:00,2024-05-29 11:10:13+00:00,True,0.0
2024-05-29 10:18:20+00:00,2024-05-29 18:16:03+00:00,True,0.0
2024-05-29 07:47:51+00:00,2024-05-29 18:12:42+00:00,True,0.0
2024-05-29 07:04:55+00:00,,False,
2024-05-29 07:04:52+00:00,,False,
2024-05-29 00:53:19+00:00,2024-05-29 01:13:15+00:00,True,0.0
2024-05-29 00:26:17+00:00,2024-05-29 01:11:47+00:00,True,0.0
2024-05-28 23:44:51+00:00,2024-06-03 23:35:31+00:00,True,5.0
2024-05-28 23:30:04+00:00,,False,
2024-05-28 22:33:27+00:00,2024-05-29 11:09:43+00:00,True,0.0
2024-05-28 22:05:34+00:00,2024-06-01 18:15:01+00:00,True,3.0
2024-05-28 21:24:10+00:00,2024-05-30 09:38:55+00:00,True,1.0
2024-05-28 21:18:59+00:00,2024-05-28 22:06:20+00:00,True,0.0
2024-05-28 16:09:20+00:00,2024-05-28 20:14:27+00:00,True,0.0
2024-05-28 14:02:06+00:00,2024-05-28 20:49:01+00:00,True,0.0
2024-05-28 13:41:01+00:00,2024-05-28 14:26:41+00:00,True,0.0
2024-05-28 12:25:49+00:00,2024-05-28 22:41:25+00:00,True,0.0
2024-05-28 11:24:46+00:00,2024-05-28 20:19:35+00:00,True,0.0
2024-05-28 07:05:39+00:00,,False,
2024-05-28 07:05:36+00:00,,False,
2024-05-28 06:44:16+00:00,2024-06-05 06:09:28+00:00,True,7.0
2024-05-28 00:08:44+00:00,2024-05-29 03:21:42+00:00,True,1.0
2024-05-27 20:24:44+00:00,2024-05-28 18:52:34+00:00,True,0.0
2024-05-27 18:40:49+00:00,2024-05-28 15:02:28+00:00,True,0.0
2024-05-27 17:52:35+00:00,2024-05-28 14:53:04+00:00,True,0.0
2024-05-27 15:05:26+00:00,2024-05-30 18:01:59+00:00,True,3.0
2024-05-27 12:17:03+00:00,2024-05-27 16:16:08+00:00,True,0.0
2024-05-27 07:06:03+00:00,,False,
2024-05-27 07:05:56+00:00,,False,
2024-05-26 21:14:41+00:00,2024-05-27 00:42:36+00:00,True,0.0
2024-05-26 14:35:26+00:00,,False,
2024-05-26 07:04:50+00:00,,False,
2024-05-26 07:04:50+00:00,,False,
2024-05-25 10:59:32+00:00,,False,
2024-05-25 07:04:45+00:00,,False,
2024-05-25 07:04:44+00:00,,False,
2024-05-24 21:01:13+00:00,2024-05-24 21:20:14+00:00,True,0.0
2024-05-24 18:57:38+00:00,2024-05-24 19:24:48+00:00,True,0.0
2024-05-24 16:27:01+00:00,2024-05-27 16:19:41+00:00,True,2.0
2024-05-24 16:26:57+00:00,2024-05-27 16:05:32+00:00,True,2.0
2024-05-24 14:41:53+00:00,2024-05-27 15:16:59+00:00,True,3.0
2024-05-24 13:48:00+00:00,2024-05-24 14:10:31+00:00,True,0.0
2024-05-24 13:15:24+00:00,2024-05-24 15:39:08+00:00,True,0.0
2024-05-24 12:32:32+00:00,2024-05-27 00:18:46+00:00,True,2.0
2024-05-24 12:07:42+00:00,2024-05-28 21:29:20+00:00,True,4.0
2024-05-24 11:47:42+00:00,,False,
2024-05-24 07:04:51+00:00,,False,
2024-05-24 07:04:49+00:00,,False,
2024-05-24 06:22:38+00:00,2024-06-04 17:46:47+00:00,True,11.0
2024-05-24 06:08:17+00:00,2024-05-24 23:11:30+00:00,True,0.0
2024-05-24 04:34:47+00:00,2024-05-25 21:07:09+00:00,True,1.0
2024-05-24 03:04:09+00:00,2024-05-25 21:07:24+00:00,True,1.0
2024-05-23 21:04:08+00:00,2024-05-28 14:53:27+00:00,True,4.0
2024-05-23 19:40:56+00:00,2024-05-23 19:47:31+00:00,True,0.0
2024-05-23 18:53:54+00:00,2024-05-23 19:21:11+00:00,True,0.0
2024-05-23 14:47:46+00:00,2024-05-23 15:33:37+00:00,True,0.0
2024-05-23 13:47:55+00:00,2024-05-23 14:01:10+00:00,True,0.0
2024-05-23 12:22:25+00:00,2024-05-26 10:25:40+00:00,True,2.0
2024-05-23 12:11:34+00:00,2024-05-23 12:39:28+00:00,True,0.0
2024-05-23 11:45:48+00:00,2024-05-23 11:46:12+00:00,True,0.0
2024-05-23 09:53:55+00:00,,False,
2024-05-23 09:30:23+00:00,2024-05-23 12:22:13+00:00,True,0.0
2024-05-23 07:03:44+00:00,2024-05-23 07:36:59+00:00,True,0.0
2024-05-23 06:29:18+00:00,2024-05-23 08:24:01+00:00,True,0.0
2024-05-23 04:46:23+00:00,2024-05-23 13:46:57+00:00,True,0.0
2024-05-23 04:28:01+00:00,2024-05-23 04:52:57+00:00,True,0.0
2024-05-23 02:24:36+00:00,2024-05-23 03:14:32+00:00,True,0.0
2024-05-23 01:08:46+00:00,2024-05-23 02:18:58+00:00,True,0.0
2024-05-23 00:01:39+00:00,2024-06-03 14:03:58+00:00,True,11.0
2024-05-22 22:50:30+00:00,2024-05-22 23:17:24+00:00,True,0.0
2024-05-22 20:46:34+00:00,2024-05-22 21:53:58+00:00,True,0.0
2024-05-22 20:39:23+00:00,2024-05-22 23:01:36+00:00,True,0.0
2024-05-22 20:08:33+00:00,2024-05-22 21:49:56+00:00,True,0.0
2024-05-22 19:48:37+00:00,2024-05-23 02:34:06+00:00,True,0.0
2024-05-22 19:48:31+00:00,,False,
2024-05-22 17:50:07+00:00,2024-05-23 15:17:15+00:00,True,0.0
2024-05-22 14:56:52+00:00,2024-05-22 17:15:30+00:00,True,0.0
2024-05-22 11:10:02+00:00,2024-05-22 13:39:29+00:00,True,0.0
2024-05-22 08:52:41+00:00,2024-05-22 21:59:29+00:00,True,0.0
2024-05-22 07:05:02+00:00,,False,
2024-05-22 02:20:36+00:00,2024-05-22 02:53:16+00:00,True,0.0
2024-05-21 23:16:19+00:00,2024-05-23 16:52:33+00:00,True,1.0
2024-05-21 21:14:27+00:00,2024-05-22 18:54:16+00:00,True,0.0
2024-05-21 19:17:33+00:00,2024-05-28 11:55:12+00:00,True,6.0
2024-05-21 19:04:34+00:00,2024-05-21 21:10:09+00:00,True,0.0
2024-05-21 18:04:26+00:00,2024-05-21 18:31:31+00:00,True,0.0
2024-05-21 18:02:12+00:00,2024-05-21 18:45:13+00:00,True,0.0
2024-05-21 17:38:39+00:00,2024-05-21 18:01:35+00:00,True,0.0
2024-05-21 17:05:20+00:00,2024-05-21 18:28:59+00:00,True,0.0
2024-05-21 17:05:19+00:00,,False,
2024-05-07 19:49:58+00:00,2024-05-07 21:08:59+00:00,True,0.0
2024-05-07 17:28:13+00:00,2024-05-08 19:39:37+00:00,True,1.0
2024-05-07 16:40:54+00:00,2024-05-08 08:51:10+00:00,True,0.0
2024-05-07 16:21:30+00:00,2024-05-16 19:08:46+00:00,True,9.0
2024-05-07 16:05:35+00:00,2024-05-07 18:35:13+00:00,True,0.0
2024-05-07 15:44:02+00:00,,False,
2024-05-07 14:53:53+00:00,2024-05-07 14:58:56+00:00,True,0.0
2024-05-07 14:29:14+00:00,2024-05-07 16:15:33+00:00,True,0.0
2024-05-07 12:24:08+00:00,2024-05-17 18:15:51+00:00,True,10.0
2024-05-07 10:43:17+00:00,2024-05-07 15:38:57+00:00,True,0.0
2024-05-07 07:05:50+00:00,,False,
2024-05-07 02:27:51+00:00,2024-05-07 21:41:15+00:00,True,0.0
2024-05-07 00:01:35+00:00,2024-05-07 00:18:54+00:00,True,0.0
2024-05-06 23:54:58+00:00,2024-05-08 08:40:15+00:00,True,1.0
2024-05-06 23:53:55+00:00,2024-05-06 23:54:23+00:00,True,0.0
2024-05-06 20:18:58+00:00,2024-05-12 12:26:37+00:00,True,5.0
2024-05-06 18:47:54+00:00,2024-05-06 19:48:31+00:00,True,0.0
2024-05-06 18:45:47+00:00,2024-05-07 17:19:35+00:00,True,0.0
2024-05-06 18:33:15+00:00,2024-05-06 21:38:05+00:00,True,0.0
2024-05-06 17:57:22+00:00,2024-05-06 18:25:39+00:00,True,0.0
2024-05-06 17:35:54+00:00,2024-05-11 10:50:05+00:00,True,4.0
2024-05-06 15:40:56+00:00,2024-05-06 19:01:15+00:00,True,0.0
2024-05-06 10:55:24+00:00,2024-05-06 15:23:40+00:00,True,0.0
2024-05-06 08:18:07+00:00,2024-05-06 17:32:14+00:00,True,0.0
2024-05-06 07:05:09+00:00,2024-05-06 17:23:09+00:00,True,0.0
2024-05-06 07:05:03+00:00,,False,
2024-05-06 06:47:03+00:00,2024-05-06 19:55:08+00:00,True,0.0
2024-05-06 06:41:32+00:00,2024-05-06 08:47:19+00:00,True,0.0
2024-05-06 03:22:08+00:00,2024-05-06 04:00:58+00:00,True,0.0
2024-05-06 00:55:23+00:00,2024-05-06 04:04:46+00:00,True,0.0
2024-05-05 07:04:52+00:00,,False,
2024-05-04 21:20:26+00:00,2024-05-13 21:33:03+00:00,True,9.0
2024-05-04 20:38:58+00:00,2024-05-06 21:35:19+00:00,True,2.0
2024-05-04 20:25:48+00:00,2024-05-06 14:23:44+00:00,True,1.0
2024-05-04 12:36:11+00:00,2024-05-05 17:36:24+00:00,True,1.0
2024-05-04 07:05:19+00:00,,False,
2024-05-04 07:05:19+00:00,,False,
2024-05-04 00:11:13+00:00,2024-05-06 22:32:26+00:00,True,2.0
2024-05-03 23:21:26+00:00,2024-05-06 14:46:54+00:00,True,2.0
2024-05-03 22:23:48+00:00,2024-05-03 22:41:14+00:00,True,0.0
2024-05-03 21:04:03+00:00,2024-05-03 22:05:48+00:00,True,0.0
2024-05-03 20:44:34+00:00,2024-05-03 21:20:09+00:00,True,0.0
2024-05-03 18:25:13+00:00,2024-05-03 21:17:44+00:00,True,0.0
2024-05-03 13:52:48+00:00,2024-05-13 21:58:55+00:00,True,10.0
2024-05-03 13:35:49+00:00,2024-05-06 19:02:25+00:00,True,3.0
2024-05-03 09:59:12+00:00,2024-05-08 15:24:58+00:00,True,5.0
2024-05-03 09:42:53+00:00,2024-05-04 11:18:09+00:00,True,1.0
2024-05-03 09:40:18+00:00,2024-05-06 19:01:02+00:00,True,3.0
2024-05-03 08:27:22+00:00,2024-05-27 00:08:52+00:00,True,23.0
2024-05-03 07:04:56+00:00,,False,
2024-05-03 07:04:56+00:00,2024-05-03 21:00:30+00:00,True,0.0
2024-05-03 04:02:17+00:00,2024-06-03 15:14:35+00:00,True,31.0
2024-05-03 02:23:44+00:00,2024-05-03 02:37:18+00:00,True,0.0
2024-05-03 00:10:38+00:00,2024-05-03 02:14:41+00:00,True,0.0
2024-05-02 22:49:41+00:00,2024-05-22 18:10:59+00:00,True,19.0
2024-05-02 22:16:03+00:00,,False,
2024-05-02 22:15:57+00:00,,False,
2024-05-02 22:15:56+00:00,,False,
2024-05-02 22:13:31+00:00,2024-05-03 02:27:29+00:00,True,0.0
2024-05-02 22:01:43+00:00,2024-05-20 19:58:49+00:00,True,17.0
2024-05-02 21:32:42+00:00,2024-05-02 22:55:01+00:00,True,0.0
2024-05-02 19:55:22+00:00,2024-05-02 21:11:00+00:00,True,0.0
2024-05-02 18:54:29+00:00,2024-05-02 19:25:35+00:00,True,0.0
2024-05-02 18:29:20+00:00,2024-05-02 21:46:27+00:00,True,0.0
2024-05-02 18:20:47+00:00,2024-05-02 20:40:09+00:00,True,0.0
2024-05-02 18:14:50+00:00,2024-05-02 18:49:12+00:00,True,0.0
2024-05-02 15:38:04+00:00,,False,
2024-05-02 14:41:57+00:00,2024-05-08 06:35:25+00:00,True,5.0
2024-05-02 13:54:47+00:00,2024-05-02 18:31:39+00:00,True,0.0
2024-05-02 13:05:28+00:00,2024-05-02 20:36:52+00:00,True,0.0
2024-05-02 09:48:37+00:00,2024-05-02 19:19:20+00:00,True,0.0
2024-05-02 09:29:43+00:00,2024-05-02 11:07:24+00:00,True,0.0
2024-05-02 07:43:06+00:00,,False,
2024-05-02 07:04:51+00:00,,False,
2024-05-02 07:04:48+00:00,,False,
2024-05-01 22:30:11+00:00,2024-05-02 22:06:33+00:00,True,0.0
2024-05-01 21:03:11+00:00,2024-05-01 21:26:10+00:00,True,0.0
2024-05-01 19:27:56+00:00,,False,
2024-05-01 18:20:43+00:00,,False,
2024-05-01 17:46:48+00:00,2024-05-01 18:20:45+00:00,True,0.0
2024-05-01 16:17:26+00:00,2024-05-01 19:29:34+00:00,True,0.0
2024-05-01 14:31:29+00:00,2024-05-01 19:17:54+00:00,True,0.0
2024-05-01 13:41:34+00:00,2024-05-01 22:32:45+00:00,True,0.0
2024-05-01 07:34:30+00:00,2024-05-01 18:33:17+00:00,True,0.0
2024-05-01 07:05:49+00:00,2024-05-01 10:02:20+00:00,True,0.0
2024-05-01 07:05:45+00:00,2024-05-01 08:57:49+00:00,True,0.0
2024-05-01 07:03:03+00:00,,False,
2024-05-01 03:09:55+00:00,2024-05-03 05:15:10+00:00,True,2.0
2024-04-30 22:43:24+00:00,2024-04-30 22:51:20+00:00,True,0.0
2024-04-30 19:06:50+00:00,,False,
2024-04-30 15:20:12+00:00,2024-04-30 15:26:06+00:00,True,0.0
