created_at,merged_at,merged,time
2024-04-01 14:14:39+00:00,2024-04-03 11:38:40+00:00,True,1.0
2024-04-01 07:04:46+00:00,,False,
2024-04-01 02:21:22+00:00,2024-04-04 14:56:22+00:00,True,3.0
2024-04-01 01:16:22+00:00,2024-04-01 23:13:31+00:00,True,0.0
2024-03-31 20:06:31+00:00,2024-04-03 17:16:40+00:00,True,2.0
2024-03-31 07:05:40+00:00,,False,
2024-03-31 06:24:44+00:00,2024-04-01 17:01:49+00:00,True,1.0
2024-03-30 07:47:38+00:00,2024-03-31 18:47:25+00:00,True,1.0
2024-03-30 07:05:14+00:00,,False,
2024-03-30 03:21:57+00:00,,False,
2024-03-29 22:07:54+00:00,2024-03-29 22:32:22+00:00,True,0.0
2024-03-29 19:51:53+00:00,2024-04-01 15:50:54+00:00,True,2.0
2024-03-29 18:19:20+00:00,2024-03-29 23:38:06+00:00,True,0.0
2024-03-29 17:03:20+00:00,2024-04-09 13:53:34+00:00,True,10.0
2024-03-29 08:37:52+00:00,2024-04-02 01:51:48+00:00,True,3.0
2024-03-29 07:05:26+00:00,,False,
2024-03-29 05:49:45+00:00,2024-04-02 20:10:14+00:00,True,4.0
2024-03-29 05:25:07+00:00,2024-04-12 18:56:09+00:00,True,14.0
2024-03-29 04:37:16+00:00,2024-03-29 18:45:03+00:00,True,0.0
2024-03-29 02:19:17+00:00,,False,
2024-03-28 23:38:14+00:00,2024-03-29 01:56:11+00:00,True,0.0
2024-03-28 23:24:43+00:00,2024-03-29 00:35:35+00:00,True,0.0
2024-03-28 23:02:49+00:00,2024-05-06 20:55:00+00:00,True,38.0
2024-03-28 22:54:23+00:00,2024-03-29 00:32:22+00:00,True,0.0
2024-03-28 22:38:48+00:00,2024-03-28 23:16:22+00:00,True,0.0
2024-03-28 22:05:41+00:00,2024-03-28 23:49:46+00:00,True,0.0
2024-03-28 19:12:43+00:00,2024-03-28 20:25:36+00:00,True,0.0
2024-03-28 18:54:13+00:00,2024-03-28 19:31:14+00:00,True,0.0
2024-03-28 17:54:06+00:00,2024-04-05 20:04:11+00:00,True,8.0
2024-03-28 17:52:17+00:00,,False,
2024-03-28 17:39:13+00:00,2024-03-28 22:40:23+00:00,True,0.0
2024-03-28 16:36:07+00:00,,False,
2024-03-28 15:30:11+00:00,2024-03-28 15:57:12+00:00,True,0.0
2024-03-28 15:29:11+00:00,2024-03-28 20:26:38+00:00,True,0.0
2024-03-28 15:11:43+00:00,2024-04-05 21:39:22+00:00,True,8.0
2024-03-28 15:09:33+00:00,2024-03-28 17:05:14+00:00,True,0.0
2024-03-28 14:27:48+00:00,2024-03-28 19:54:29+00:00,True,0.0
2024-03-28 14:11:23+00:00,,False,
2024-03-28 13:53:10+00:00,2024-04-01 13:54:37+00:00,True,4.0
2024-03-28 12:40:46+00:00,,False,
2024-03-28 09:23:47+00:00,2024-03-28 11:29:45+00:00,True,0.0
2024-03-28 07:05:03+00:00,,False,
2024-03-28 02:39:24+00:00,2024-04-11 00:09:18+00:00,True,13.0
2024-03-27 23:12:35+00:00,2024-03-28 22:29:03+00:00,True,0.0
2024-03-27 22:03:02+00:00,2024-03-28 23:08:39+00:00,True,1.0
2024-03-27 19:40:21+00:00,,False,
2024-03-27 19:21:21+00:00,2024-03-28 19:10:21+00:00,True,0.0
2024-03-27 18:45:23+00:00,2024-03-27 19:09:08+00:00,True,0.0
2024-03-27 17:33:03+00:00,2024-03-27 19:43:22+00:00,True,0.0
2024-03-27 17:06:57+00:00,2024-03-27 18:29:00+00:00,True,0.0
2024-03-27 17:06:19+00:00,2024-03-27 18:24:22+00:00,True,0.0
2024-03-27 14:46:30+00:00,2024-03-28 13:35:22+00:00,True,0.0
2024-03-27 13:31:47+00:00,2024-04-17 11:06:24+00:00,True,20.0
2024-03-27 11:12:50+00:00,2024-03-27 11:15:29+00:00,True,0.0
2024-03-27 10:55:14+00:00,2024-04-11 07:44:47+00:00,True,14.0
2024-03-27 07:04:42+00:00,2024-03-27 11:00:45+00:00,True,0.0
2024-03-27 04:40:43+00:00,2024-03-28 23:55:05+00:00,True,1.0
2024-03-27 00:12:50+00:00,2024-03-27 00:46:51+00:00,True,0.0
2024-03-26 23:36:12+00:00,2024-05-01 23:01:56+00:00,True,35.0
2024-03-26 23:13:23+00:00,2024-03-28 16:47:33+00:00,True,1.0
2024-03-26 21:28:09+00:00,2024-03-26 21:47:22+00:00,True,0.0
2024-03-26 21:15:44+00:00,2024-03-26 22:39:49+00:00,True,0.0
2024-03-26 20:09:10+00:00,2024-03-26 20:50:40+00:00,True,0.0
2024-03-26 19:50:47+00:00,,False,
2024-03-26 18:51:31+00:00,2024-03-26 19:44:31+00:00,True,0.0
2024-03-26 18:05:11+00:00,2024-03-27 15:20:03+00:00,True,0.0
2024-03-26 17:53:30+00:00,2024-03-26 18:25:23+00:00,True,0.0
2024-03-26 17:33:56+00:00,,False,
2024-03-26 16:12:52+00:00,2024-03-26 18:45:22+00:00,True,0.0
2024-03-26 14:40:56+00:00,2024-03-26 16:29:07+00:00,True,0.0
2024-03-26 14:02:42+00:00,2024-03-27 18:29:16+00:00,True,1.0
2024-04-22 19:28:40+00:00,2024-04-22 19:51:55+00:00,True,0.0
2024-04-22 19:06:55+00:00,,False,
2024-04-22 18:58:06+00:00,2024-04-23 18:07:16+00:00,True,0.0
2024-04-22 18:23:22+00:00,,False,
2024-04-22 18:04:08+00:00,,False,
2024-04-22 14:23:17+00:00,,False,
2024-04-22 13:57:24+00:00,2024-04-22 15:21:21+00:00,True,0.0
2024-04-22 13:53:55+00:00,2024-04-25 10:05:20+00:00,True,2.0
2024-04-22 13:42:41+00:00,2024-04-23 11:37:50+00:00,True,0.0
2024-04-22 08:52:11+00:00,2024-04-22 21:09:38+00:00,True,0.0
2024-04-22 07:05:13+00:00,,False,
2024-04-22 06:56:45+00:00,2024-04-22 23:47:34+00:00,True,0.0
2024-04-22 04:00:04+00:00,,False,
2024-04-21 19:48:32+00:00,2024-04-21 21:47:39+00:00,True,0.0
2024-04-21 08:55:32+00:00,2024-04-21 21:12:03+00:00,True,0.0
2024-04-21 07:04:42+00:00,,False,
2024-04-21 07:04:42+00:00,2024-04-22 06:04:58+00:00,True,0.0
2024-04-20 18:58:39+00:00,2024-04-24 13:05:21+00:00,True,3.0
2024-04-20 14:14:28+00:00,2024-04-26 16:19:50+00:00,True,6.0
2024-04-20 08:11:27+00:00,2024-04-22 02:41:07+00:00,True,1.0
2024-04-20 07:30:32+00:00,2024-04-25 18:06:12+00:00,True,5.0
2024-04-20 07:04:55+00:00,,False,
2024-04-20 07:04:55+00:00,,False,
2024-04-20 00:01:49+00:00,2024-04-22 13:05:41+00:00,True,2.0
2024-04-19 21:45:04+00:00,2024-04-20 00:11:32+00:00,True,0.0
2024-04-19 21:35:14+00:00,2024-04-20 13:45:35+00:00,True,0.0
2024-04-19 21:14:08+00:00,2024-04-22 21:51:47+00:00,True,3.0
2024-04-19 19:01:19+00:00,2024-04-22 23:03:10+00:00,True,3.0
2024-04-19 18:48:35+00:00,2024-04-25 10:35:36+00:00,True,5.0
2024-04-19 17:50:47+00:00,2024-04-19 18:36:26+00:00,True,0.0
2024-04-19 16:59:46+00:00,2024-04-19 18:34:21+00:00,True,0.0
2024-04-19 15:55:11+00:00,2024-04-21 18:17:06+00:00,True,2.0
2024-04-19 15:18:42+00:00,2024-04-19 15:36:29+00:00,True,0.0
2024-04-19 15:02:55+00:00,2024-04-25 07:44:12+00:00,True,5.0
2024-04-19 13:51:10+00:00,2024-04-19 14:27:01+00:00,True,0.0
2024-04-19 10:36:43+00:00,2024-04-19 10:39:44+00:00,True,0.0
2024-04-19 10:13:28+00:00,2024-04-19 10:19:26+00:00,True,0.0
2024-04-19 09:53:07+00:00,2024-04-19 12:33:13+00:00,True,0.0
2024-04-19 09:41:45+00:00,,False,
2024-04-19 09:25:39+00:00,2024-04-19 18:26:55+00:00,True,0.0
2024-04-19 07:04:54+00:00,,False,
2024-04-19 07:04:52+00:00,2024-04-19 12:14:14+00:00,True,0.0
2024-04-19 06:38:17+00:00,2024-04-19 10:32:49+00:00,True,0.0
2024-04-18 21:54:29+00:00,,False,
2024-04-18 21:28:38+00:00,2024-04-18 22:01:31+00:00,True,0.0
2024-04-18 20:51:52+00:00,2024-04-26 22:26:33+00:00,True,8.0
2024-04-18 20:28:29+00:00,2024-04-24 16:29:10+00:00,True,5.0
2024-04-18 19:48:45+00:00,2024-04-18 20:59:29+00:00,True,0.0
2024-04-18 18:45:22+00:00,2024-04-18 19:51:34+00:00,True,0.0
2024-04-18 16:40:03+00:00,2024-04-18 18:43:51+00:00,True,0.0
2024-04-18 16:06:00+00:00,,False,
2024-04-18 15:10:56+00:00,2024-04-19 20:43:26+00:00,True,1.0
2024-04-18 15:07:54+00:00,,False,
2024-04-18 14:19:50+00:00,2024-04-18 19:32:35+00:00,True,0.0
2024-04-18 12:38:10+00:00,2024-04-19 23:13:58+00:00,True,1.0
2024-04-18 12:08:53+00:00,,False,
2024-04-18 10:10:46+00:00,2024-05-24 15:00:23+00:00,True,36.0
2024-04-18 09:54:35+00:00,2024-04-30 20:40:11+00:00,True,12.0
2024-04-18 08:25:55+00:00,2024-04-19 09:02:43+00:00,True,1.0
2024-04-18 07:04:56+00:00,2024-04-18 08:59:51+00:00,True,0.0
2024-04-18 05:53:16+00:00,2024-04-18 09:19:02+00:00,True,0.0
2024-04-18 03:02:59+00:00,,False,
2024-04-18 00:32:15+00:00,2024-04-18 22:04:20+00:00,True,0.0
2024-04-18 00:11:07+00:00,2024-04-18 15:35:49+00:00,True,0.0
2024-04-17 23:44:15+00:00,2024-04-18 13:22:13+00:00,True,0.0
2024-04-17 23:34:52+00:00,2024-04-23 22:04:54+00:00,True,5.0
2024-04-17 23:15:37+00:00,2024-04-17 23:45:20+00:00,True,0.0
2024-04-17 22:16:01+00:00,2024-04-17 22:41:06+00:00,True,0.0
2024-04-17 22:04:21+00:00,2024-04-17 22:40:22+00:00,True,0.0
2024-04-17 21:55:27+00:00,2024-04-17 23:06:29+00:00,True,0.0
2024-04-17 20:09:27+00:00,2024-04-23 07:55:24+00:00,True,5.0
2024-04-17 20:03:32+00:00,2024-04-17 22:08:51+00:00,True,0.0
2024-04-17 18:15:34+00:00,2024-04-17 18:18:16+00:00,True,0.0
2024-04-17 15:48:18+00:00,2024-04-17 17:19:33+00:00,True,0.0
2024-04-17 15:27:28+00:00,2024-04-17 17:26:31+00:00,True,0.0
2024-04-17 14:30:13+00:00,2024-04-17 14:36:00+00:00,True,0.0
2024-04-17 12:35:04+00:00,2024-04-17 12:46:09+00:00,True,0.0
2024-04-17 10:06:14+00:00,2024-04-18 03:00:58+00:00,True,0.0
2024-04-17 08:45:44+00:00,2024-04-17 09:19:18+00:00,True,0.0
2024-04-17 07:05:06+00:00,,False,
2024-04-17 07:05:06+00:00,,False,
2024-04-17 03:36:20+00:00,2024-04-17 03:52:53+00:00,True,0.0
2024-04-17 02:02:05+00:00,2024-04-17 17:05:09+00:00,True,0.0
2024-04-16 23:50:19+00:00,2024-04-17 01:01:46+00:00,True,0.0
2024-04-16 19:22:36+00:00,2024-04-16 19:30:09+00:00,True,0.0
2024-04-16 19:00:38+00:00,2024-04-16 19:01:49+00:00,True,0.0
2024-04-16 19:00:38+00:00,,False,
2024-04-16 17:48:19+00:00,2024-04-16 23:23:39+00:00,True,0.0
2024-04-16 17:06:58+00:00,,False,
2024-04-16 16:32:09+00:00,2024-04-16 18:01:44+00:00,True,0.0
2024-04-16 16:23:24+00:00,,False,
2024-04-16 16:15:39+00:00,2024-04-16 16:29:27+00:00,True,0.0
2024-04-16 16:07:52+00:00,,False,
2024-04-16 16:07:39+00:00,,False,
2024-04-16 15:03:20+00:00,2024-05-13 22:53:19+00:00,True,27.0
2024-04-16 11:55:54+00:00,2024-04-16 13:06:42+00:00,True,0.0
2024-04-16 11:09:25+00:00,2024-04-22 07:04:45+00:00,True,5.0
2024-04-16 09:03:02+00:00,2024-04-16 14:17:06+00:00,True,0.0
2024-04-16 07:05:30+00:00,2024-04-16 10:47:25+00:00,True,0.0
2024-04-16 07:05:28+00:00,,False,
2024-04-09 18:15:48+00:00,2024-04-09 18:18:59+00:00,True,0.0
2024-04-09 16:56:40+00:00,2024-04-09 17:28:13+00:00,True,0.0
2024-04-09 15:43:30+00:00,2024-04-09 16:53:08+00:00,True,0.0
2024-04-09 15:22:18+00:00,2024-04-09 21:33:02+00:00,True,0.0
2024-04-09 14:58:57+00:00,2024-05-15 10:19:28+00:00,True,35.0
2024-04-09 14:32:42+00:00,,False,
2024-04-09 11:40:06+00:00,2024-05-06 21:22:18+00:00,True,27.0
2024-04-09 09:58:05+00:00,2024-04-12 15:28:53+00:00,True,3.0
2024-04-09 09:28:55+00:00,2024-04-10 08:09:03+00:00,True,0.0
2024-04-09 07:05:45+00:00,,False,
2024-04-09 07:05:39+00:00,,False,
2024-04-09 04:05:59+00:00,2024-04-09 14:26:27+00:00,True,0.0
2024-04-09 01:17:53+00:00,2024-04-09 01:40:23+00:00,True,0.0
2024-04-09 01:10:33+00:00,2024-04-23 19:10:13+00:00,True,14.0
2024-04-08 22:38:19+00:00,2024-04-15 22:19:05+00:00,True,6.0
2024-04-08 21:57:23+00:00,2024-04-18 23:56:24+00:00,True,10.0
2024-04-08 21:50:05+00:00,2024-04-09 14:10:06+00:00,True,0.0
2024-04-08 20:21:28+00:00,,False,
2024-04-08 20:19:11+00:00,,False,
2024-04-08 20:17:30+00:00,,False,
2024-04-08 20:01:14+00:00,2024-04-09 14:48:01+00:00,True,0.0
2024-04-08 19:57:41+00:00,,False,
2024-04-08 19:46:14+00:00,,False,
2024-04-08 12:53:28+00:00,2024-04-09 07:26:53+00:00,True,0.0
2024-04-08 11:41:33+00:00,,False,
2024-04-08 11:09:06+00:00,2024-04-09 00:35:37+00:00,True,0.0
2024-04-08 10:56:31+00:00,2024-04-11 15:35:44+00:00,True,3.0
2024-04-08 10:41:08+00:00,2024-04-08 22:18:17+00:00,True,0.0
2024-04-08 09:54:12+00:00,2024-04-15 15:23:30+00:00,True,7.0
2024-04-08 09:50:58+00:00,2024-04-12 15:28:35+00:00,True,4.0
2024-04-08 08:54:32+00:00,2024-04-08 13:52:48+00:00,True,0.0
2024-04-08 07:06:11+00:00,,False,
2024-04-08 07:06:10+00:00,2024-04-08 07:36:25+00:00,True,0.0
2024-04-08 05:36:32+00:00,2024-04-08 14:55:39+00:00,True,0.0
2024-04-08 02:11:55+00:00,2024-04-23 19:11:41+00:00,True,15.0
2024-04-07 19:39:43+00:00,2024-04-08 12:38:45+00:00,True,0.0
2024-04-07 17:40:12+00:00,2024-04-08 13:49:59+00:00,True,0.0
2024-04-07 14:35:40+00:00,2024-04-15 16:33:32+00:00,True,8.0
2024-04-07 14:11:18+00:00,,False,
2024-04-07 12:16:14+00:00,2024-04-08 09:04:36+00:00,True,0.0
2024-04-07 07:04:36+00:00,2024-04-08 00:46:08+00:00,True,0.0
2024-04-07 07:04:35+00:00,,False,
2024-04-07 06:10:14+00:00,,False,
2024-04-06 22:03:17+00:00,2024-04-07 14:46:13+00:00,True,0.0
2024-04-06 20:56:34+00:00,2024-04-07 16:41:32+00:00,True,0.0
2024-04-06 16:43:17+00:00,2024-04-08 22:15:03+00:00,True,2.0
2024-04-06 14:09:28+00:00,2024-04-13 17:05:47+00:00,True,7.0
2024-04-06 09:32:48+00:00,2024-04-06 14:45:21+00:00,True,0.0
2024-04-06 07:05:34+00:00,,False,
2024-04-06 07:05:31+00:00,,False,
2024-04-05 23:37:26+00:00,,False,
2024-04-05 22:35:55+00:00,2024-04-08 17:12:03+00:00,True,2.0
2024-04-05 21:32:01+00:00,2024-04-11 00:42:54+00:00,True,5.0
2024-04-05 17:12:06+00:00,2024-04-05 17:38:39+00:00,True,0.0
2024-04-05 16:45:49+00:00,,False,
2024-04-05 16:45:44+00:00,,False,
2024-04-05 16:45:39+00:00,2024-05-24 13:14:39+00:00,True,48.0
2024-04-05 15:19:07+00:00,2024-04-05 17:12:12+00:00,True,0.0
2024-04-05 14:45:56+00:00,2024-04-08 22:25:43+00:00,True,3.0
2024-04-05 14:44:20+00:00,2024-04-05 19:33:19+00:00,True,0.0
2024-04-05 12:09:27+00:00,2024-04-08 11:30:05+00:00,True,2.0
2024-04-05 11:58:43+00:00,2024-04-05 16:53:03+00:00,True,0.0
2024-04-05 11:58:38+00:00,2024-04-11 09:18:49+00:00,True,5.0
2024-04-05 10:22:13+00:00,2024-04-05 11:13:28+00:00,True,0.0
2024-04-05 07:04:50+00:00,2024-04-05 08:57:44+00:00,True,0.0
2024-04-05 07:04:48+00:00,,False,
2024-04-05 06:08:41+00:00,2024-04-05 07:09:35+00:00,True,0.0
2024-04-05 05:16:09+00:00,2024-04-08 14:39:52+00:00,True,3.0
2024-04-05 03:26:44+00:00,2024-04-05 17:04:38+00:00,True,0.0
2024-04-04 22:44:52+00:00,2024-04-05 14:14:14+00:00,True,0.0
2024-04-04 22:35:50+00:00,,False,
2024-04-04 21:41:42+00:00,2024-04-04 23:44:54+00:00,True,0.0
2024-04-04 21:24:50+00:00,2024-04-05 17:39:21+00:00,True,0.0
2024-04-04 20:42:15+00:00,2024-04-04 21:13:14+00:00,True,0.0
2024-04-04 17:57:36+00:00,2024-04-04 18:16:04+00:00,True,0.0
2024-04-04 17:26:01+00:00,2024-04-12 03:38:57+00:00,True,7.0
2024-04-04 16:24:51+00:00,,False,
2024-04-04 14:17:25+00:00,2024-04-15 15:10:07+00:00,True,11.0
2024-04-04 13:40:26+00:00,,False,
2024-04-04 09:30:35+00:00,2024-04-04 14:18:33+00:00,True,0.0
2024-04-04 08:28:19+00:00,2024-04-04 15:35:27+00:00,True,0.0
2024-04-04 07:04:53+00:00,2024-04-04 07:58:58+00:00,True,0.0
2024-04-04 07:04:50+00:00,,False,
2024-04-04 04:57:44+00:00,,False,
2024-04-04 03:05:45+00:00,2024-04-08 17:49:24+00:00,True,4.0
2024-04-03 23:34:44+00:00,2024-04-04 23:28:02+00:00,True,0.0
2024-04-03 21:32:40+00:00,,False,
2024-04-03 20:46:16+00:00,2024-04-03 20:57:54+00:00,True,0.0
2024-04-03 20:02:07+00:00,2024-04-17 16:35:30+00:00,True,13.0
2024-04-03 18:11:27+00:00,2024-04-04 21:58:30+00:00,True,1.0
2024-04-03 18:11:22+00:00,2024-04-04 14:57:38+00:00,True,0.0
2024-04-03 18:11:17+00:00,2024-04-03 18:22:08+00:00,True,0.0
2024-04-03 16:57:51+00:00,2024-04-10 18:11:38+00:00,True,7.0
2024-04-03 16:45:04+00:00,2024-04-03 17:21:08+00:00,True,0.0
2024-04-03 16:19:17+00:00,2024-04-03 20:50:30+00:00,True,0.0
2024-04-03 15:22:17+00:00,2024-04-03 17:11:44+00:00,True,0.0
2024-04-03 14:48:09+00:00,2024-04-04 10:12:44+00:00,True,0.0
2024-04-03 14:47:44+00:00,,False,
2024-04-03 12:37:47+00:00,2024-04-10 16:44:18+00:00,True,7.0
2024-04-03 12:34:45+00:00,2024-04-03 14:02:52+00:00,True,0.0
2024-04-15 22:51:24+00:00,2024-04-16 13:56:48+00:00,True,0.0
2024-04-15 21:27:09+00:00,2024-04-15 22:14:58+00:00,True,0.0
2024-04-15 21:12:12+00:00,2024-04-22 12:40:23+00:00,True,6.0
2024-04-15 20:55:45+00:00,2024-04-15 21:53:23+00:00,True,0.0
2024-04-15 20:24:25+00:00,2024-04-15 21:15:10+00:00,True,0.0
2024-04-15 20:01:13+00:00,2024-04-15 21:33:07+00:00,True,0.0
2024-04-15 19:53:37+00:00,2024-05-06 23:52:24+00:00,True,21.0
2024-04-15 19:18:41+00:00,2024-04-15 21:18:57+00:00,True,0.0
2024-04-15 18:02:41+00:00,,False,
2024-04-15 17:59:52+00:00,2024-04-15 19:46:43+00:00,True,0.0
2024-04-15 16:56:11+00:00,2024-04-17 20:07:51+00:00,True,2.0
2024-04-15 16:43:16+00:00,2024-04-15 17:09:57+00:00,True,0.0
2024-04-15 16:18:48+00:00,2024-04-17 15:44:40+00:00,True,1.0
2024-04-15 14:48:07+00:00,2024-04-15 14:56:53+00:00,True,0.0
2024-04-15 13:49:51+00:00,2024-04-18 16:12:27+00:00,True,3.0
2024-04-15 13:09:09+00:00,2024-04-15 20:19:32+00:00,True,0.0
2024-04-15 11:18:54+00:00,2024-04-15 15:24:28+00:00,True,0.0
2024-04-15 10:10:46+00:00,2024-04-16 09:01:00+00:00,True,0.0
2024-04-15 09:32:15+00:00,2024-04-15 10:42:28+00:00,True,0.0
2024-04-15 07:04:41+00:00,,False,
2024-04-15 06:55:34+00:00,2024-04-15 19:22:22+00:00,True,0.0
2024-04-15 05:54:29+00:00,,False,
2024-04-15 02:28:04+00:00,2024-04-15 15:10:22+00:00,True,0.0
2024-04-15 00:23:38+00:00,2024-04-15 14:54:28+00:00,True,0.0
2024-04-14 22:15:43+00:00,2024-04-15 15:52:44+00:00,True,0.0
2024-04-14 20:53:24+00:00,,False,
2024-04-14 18:50:20+00:00,,False,
2024-04-14 16:00:20+00:00,2024-04-14 16:00:36+00:00,True,0.0
2024-04-14 15:34:16+00:00,2024-04-14 21:36:20+00:00,True,0.0
2024-04-14 09:48:51+00:00,2024-04-16 12:25:45+00:00,True,2.0
2024-04-14 07:45:44+00:00,,False,
2024-04-14 01:20:41+00:00,2024-04-15 19:49:53+00:00,True,1.0
2024-04-14 00:14:20+00:00,,False,
2024-04-13 22:39:53+00:00,2024-04-16 02:38:27+00:00,True,2.0
2024-04-13 18:30:52+00:00,2024-04-17 08:18:09+00:00,True,3.0
2024-04-13 16:21:00+00:00,2024-04-13 17:49:58+00:00,True,0.0
2024-04-13 10:59:04+00:00,2024-04-13 11:32:18+00:00,True,0.0
2024-04-13 08:31:04+00:00,2024-04-13 16:46:06+00:00,True,0.0
2024-04-13 07:04:41+00:00,,False,
2024-04-13 00:09:36+00:00,,False,
2024-04-12 23:30:24+00:00,2024-04-15 21:40:56+00:00,True,2.0
2024-04-12 23:13:23+00:00,,False,
2024-04-12 22:27:42+00:00,2024-04-13 17:05:25+00:00,True,0.0
2024-04-12 22:05:28+00:00,,False,
2024-04-12 22:04:47+00:00,,False,
2024-04-12 20:16:13+00:00,2024-04-15 17:26:42+00:00,True,2.0
2024-04-12 20:08:37+00:00,,False,
2024-04-12 18:04:40+00:00,,False,
2024-04-12 16:51:48+00:00,2024-04-12 22:03:11+00:00,True,0.0
2024-04-12 15:55:06+00:00,2024-04-12 22:09:05+00:00,True,0.0
2024-04-12 12:34:23+00:00,2024-04-12 22:05:50+00:00,True,0.0
2024-04-12 11:55:10+00:00,2024-04-12 13:14:22+00:00,True,0.0
2024-04-12 08:39:12+00:00,2024-04-12 17:58:13+00:00,True,0.0
2024-04-12 08:03:35+00:00,2024-04-12 13:52:32+00:00,True,0.0
2024-04-12 07:58:41+00:00,2024-04-12 08:52:41+00:00,True,0.0
2024-04-12 07:10:31+00:00,2024-04-13 04:23:45+00:00,True,0.0
2024-04-12 07:05:38+00:00,,False,
2024-04-12 06:10:00+00:00,2024-04-16 04:07:44+00:00,True,3.0
2024-04-12 03:42:19+00:00,2024-04-12 13:31:04+00:00,True,0.0
2024-04-12 02:41:34+00:00,2024-04-12 15:43:16+00:00,True,0.0
2024-04-11 22:26:24+00:00,2024-04-11 23:55:30+00:00,True,0.0
2024-04-11 21:08:41+00:00,2024-04-16 10:36:42+00:00,True,4.0
2024-04-11 20:36:06+00:00,2024-04-15 15:50:04+00:00,True,3.0
2024-04-11 19:35:36+00:00,,False,
2024-04-11 18:29:18+00:00,2024-04-12 19:12:47+00:00,True,1.0
2024-04-11 17:27:06+00:00,2024-04-15 22:35:01+00:00,True,4.0
2024-04-11 17:19:39+00:00,,False,
2024-04-11 16:52:24+00:00,2024-04-11 16:54:36+00:00,True,0.0
2024-04-11 16:39:08+00:00,2024-04-12 07:23:02+00:00,True,0.0
2024-04-11 16:38:08+00:00,,False,
2024-04-11 16:12:06+00:00,2024-04-24 19:21:29+00:00,True,13.0
2024-04-11 15:33:53+00:00,2024-04-11 19:56:36+00:00,True,0.0
2024-04-11 15:30:28+00:00,2024-04-11 17:16:27+00:00,True,0.0
2024-04-11 14:46:13+00:00,2024-04-12 15:55:02+00:00,True,1.0
2024-04-11 10:00:26+00:00,2024-04-11 14:07:57+00:00,True,0.0
2024-04-11 09:47:38+00:00,2024-04-11 09:47:51+00:00,True,0.0
2024-04-11 08:45:26+00:00,2024-04-11 09:55:18+00:00,True,0.0
2024-04-11 08:24:26+00:00,,False,
2024-04-11 08:19:17+00:00,2024-04-11 19:14:11+00:00,True,0.0
2024-04-11 08:07:16+00:00,2024-04-11 18:59:38+00:00,True,0.0
2024-04-11 07:05:35+00:00,,False,
2024-04-11 07:05:32+00:00,,False,
2024-04-11 05:06:35+00:00,,False,
2024-04-11 00:48:03+00:00,2024-04-11 23:21:28+00:00,True,0.0
2024-04-10 23:22:57+00:00,,False,
2024-04-10 23:09:15+00:00,2024-04-12 03:07:37+00:00,True,1.0
2024-04-10 22:40:14+00:00,2024-04-11 06:20:58+00:00,True,0.0
2024-04-10 18:17:50+00:00,2024-04-18 13:23:45+00:00,True,7.0
2024-04-10 13:44:34+00:00,2024-04-10 15:02:55+00:00,True,0.0
2024-04-10 12:19:48+00:00,2024-04-10 14:16:20+00:00,True,0.0
2024-04-10 10:33:59+00:00,,False,
2024-04-10 09:57:52+00:00,2024-04-10 13:46:57+00:00,True,0.0
2024-04-10 09:44:47+00:00,,False,
2024-04-10 07:05:37+00:00,,False,
2024-04-10 07:05:37+00:00,2024-04-10 09:06:22+00:00,True,0.0
2024-04-10 06:27:21+00:00,2024-04-10 16:53:52+00:00,True,0.0
