committer.date,committer.date_first,committer.date_last,time,freq
1,2022-04-15,2022-04-15,1,1.0
1,2023-09-25,2023-09-25,1,1.0
1,2024-06-04,2024-06-04,1,1.0
1,2022-11-29,2022-11-29,1,1.0
1,2017-05-16,2017-05-16,1,1.0
1,2020-05-26,2020-05-26,1,1.0
1,2023-11-16,2023-11-16,1,1.0
1,2021-05-13,2021-05-13,1,1.0
1,2020-05-02,2020-05-02,1,1.0
1,2020-05-22,2020-05-22,1,1.0
1,2022-10-11,2022-10-11,1,1.0
1,2022-05-03,2022-05-03,1,1.0
1,2019-01-28,2019-01-28,1,1.0
1,2017-07-12,2017-07-12,1,1.0
1,2020-07-17,2020-07-17,1,1.0
1,2020-05-18,2020-05-18,1,1.0
1,2021-05-14,2021-05-14,1,1.0
1,2022-07-06,2022-07-06,1,1.0
1,2023-05-21,2023-05-21,1,1.0
1,2020-11-28,2020-11-28,1,1.0
1,2020-05-02,2020-05-02,1,1.0
1,2022-04-11,2022-04-11,1,1.0
1,2022-11-02,2022-11-02,1,1.0
1,2022-10-20,2022-10-20,1,1.0
1,2018-09-12,2018-09-12,1,1.0
1,2021-12-16,2021-12-16,1,1.0
1,2020-01-20,2020-01-20,1,1.0
1,2022-01-26,2022-01-26,1,1.0
1,2021-01-22,2021-01-22,1,1.0
1,2023-09-26,2023-09-26,1,1.0
1,2022-12-04,2022-12-04,1,1.0
1,2023-11-13,2023-11-13,1,1.0
1,2020-04-06,2020-04-06,1,1.0
1,2021-12-16,2021-12-16,1,1.0
1,2018-02-16,2018-02-16,1,1.0
1,2023-03-10,2023-03-10,1,1.0
1,2024-03-12,2024-03-12,1,1.0
1,2019-06-18,2019-06-18,1,1.0
1,2021-01-04,2021-01-04,1,1.0
1,2021-07-22,2021-07-22,1,1.0
1,2020-05-27,2020-05-27,1,1.0
1,2024-01-08,2024-01-08,1,1.0
1,2020-08-03,2020-08-03,1,1.0
1,2017-09-27,2017-09-27,1,1.0
1,2021-04-16,2021-04-16,1,1.0
1,2020-08-06,2020-08-06,1,1.0
1,2023-01-08,2023-01-08,1,1.0
1,2020-09-12,2020-09-12,1,1.0
1,2021-02-09,2021-02-09,1,1.0
1,2017-07-15,2017-07-15,1,1.0
1,2023-02-15,2023-02-15,1,1.0
1,2023-08-15,2023-08-15,1,1.0
1,2022-08-02,2022-08-02,1,1.0
1,2021-06-07,2021-06-07,1,1.0
1,2017-12-11,2017-12-11,1,1.0
1,2017-07-06,2017-07-06,1,1.0
1,2023-09-18,2023-09-18,1,1.0
1,2018-11-22,2018-11-22,1,1.0
1,2021-11-13,2021-11-13,1,1.0
1,2023-02-17,2023-02-17,1,1.0
1,2022-02-09,2022-02-09,1,1.0
1,2017-06-03,2017-06-03,1,1.0
1,2022-12-12,2022-12-12,1,1.0
1,2021-01-28,2021-01-28,1,1.0
1,2020-02-02,2020-02-02,1,1.0
1,2022-06-22,2022-06-22,1,1.0
1,2017-08-30,2017-08-30,1,1.0
1,2018-09-25,2018-09-25,1,1.0
1,2016-10-25,2016-10-25,1,1.0
1,2022-09-12,2022-09-12,1,1.0
1,2020-05-28,2020-05-28,1,1.0
1,2021-11-21,2021-11-21,1,1.0
1,2024-05-06,2024-05-06,1,1.0
1,2017-02-25,2017-02-25,1,1.0
1,2022-01-15,2022-01-15,1,1.0
1,2018-10-01,2018-10-01,1,1.0
1,2024-04-10,2024-04-10,1,1.0
1,2018-02-07,2018-02-07,1,1.0
1,2021-04-20,2021-04-20,1,1.0
1,2022-03-30,2022-03-30,1,1.0
1,2019-12-22,2019-12-22,1,1.0
1,2023-04-26,2023-04-26,1,1.0
1,2023-09-26,2023-09-26,1,1.0
1,2020-03-20,2020-03-20,1,1.0
1,2023-08-06,2023-08-06,1,1.0
1,2017-01-11,2017-01-11,1,1.0
1,2024-02-23,2024-02-23,1,1.0
1,2023-07-10,2023-07-10,1,1.0
1,2022-11-22,2022-11-22,1,1.0
1,2023-08-30,2023-08-30,1,1.0
1,2022-04-19,2022-04-19,1,1.0
1,2019-11-11,2019-11-11,1,1.0
1,2022-02-06,2022-02-06,1,1.0
1,2019-03-07,2019-03-07,1,1.0
1,2020-05-11,2020-05-11,1,1.0
1,2019-09-18,2019-09-18,1,1.0
1,2021-03-08,2021-03-08,1,1.0
1,2022-09-27,2022-09-27,1,1.0
1,2022-02-14,2022-02-14,1,1.0
1,2024-02-04,2024-02-04,1,1.0
1,2019-10-26,2019-10-26,1,1.0
1,2022-05-22,2022-05-22,1,1.0
1,2023-06-20,2023-06-20,1,1.0
1,2022-02-08,2022-02-08,1,1.0
1,2019-01-03,2019-01-03,1,1.0
1,2022-05-22,2022-05-22,1,1.0
1,2023-11-16,2023-11-16,1,1.0
1,2021-05-07,2021-05-07,1,1.0
1,2019-07-22,2019-07-22,1,1.0
1,2020-07-09,2020-07-09,1,1.0
1,2023-07-12,2023-07-12,1,1.0
1,2023-01-24,2023-01-24,1,1.0
1,2023-09-02,2023-09-02,1,1.0
1,2020-11-09,2020-11-09,1,1.0
1,2017-09-27,2017-09-27,1,1.0
1,2022-08-21,2022-08-21,1,1.0
1,2024-03-25,2024-03-25,1,1.0
1,2020-05-11,2020-05-11,1,1.0
1,2023-06-26,2023-06-26,1,1.0
1,2017-12-03,2017-12-03,1,1.0
1,2020-04-22,2020-04-22,1,1.0
1,2023-02-18,2023-02-18,1,1.0
1,2022-07-15,2022-07-15,1,1.0
1,2023-11-17,2023-11-17,1,1.0
1,2020-12-31,2020-12-31,1,1.0
1,2021-11-11,2021-11-11,1,1.0
1,2017-09-19,2017-09-19,1,1.0
1,2022-10-25,2022-10-25,1,1.0
1,2022-11-04,2022-11-04,1,1.0
1,2022-08-09,2022-08-09,1,1.0
1,2023-07-06,2023-07-06,1,1.0
1,2022-02-06,2022-02-06,1,1.0
1,2022-12-30,2022-12-30,1,1.0
1,2023-03-22,2023-03-22,1,1.0
1,2018-11-28,2018-11-28,1,1.0
1,2023-11-07,2023-11-07,1,1.0
1,2022-11-02,2022-11-02,1,1.0
1,2023-10-17,2023-10-17,1,1.0
1,2022-03-03,2022-03-03,1,1.0
1,2023-03-29,2023-03-29,1,1.0
1,2020-10-15,2020-10-15,1,1.0
1,2024-03-25,2024-03-25,1,1.0
1,2021-12-02,2021-12-02,1,1.0
1,2019-05-28,2019-05-28,1,1.0
1,2020-07-17,2020-07-17,1,1.0
1,2020-08-12,2020-08-12,1,1.0
1,2022-02-22,2022-02-22,1,1.0
1,2021-10-17,2021-10-17,1,1.0
1,2024-01-04,2024-01-04,1,1.0
1,2024-04-18,2024-04-18,1,1.0
1,2019-08-18,2019-08-18,1,1.0
1,2018-10-20,2018-10-20,1,1.0
1,2023-03-13,2023-03-13,1,1.0
1,2020-04-02,2020-04-02,1,1.0
1,2024-04-13,2024-04-13,1,1.0
1,2022-12-19,2022-12-19,1,1.0
1,2022-12-12,2022-12-12,1,1.0
1,2023-08-01,2023-08-01,1,1.0
1,2020-04-06,2020-04-06,1,1.0
1,2019-03-07,2019-03-07,1,1.0
1,2017-03-31,2017-03-31,1,1.0
1,2023-12-31,2023-12-31,1,1.0
1,2024-02-06,2024-02-06,1,1.0
1,2023-05-21,2023-05-21,1,1.0
1,2021-04-19,2021-04-19,1,1.0
1,2022-11-04,2022-11-04,1,1.0
1,2017-05-03,2017-05-03,1,1.0
1,2023-10-07,2023-10-07,1,1.0
1,2017-01-26,2017-01-26,1,1.0
1,2024-04-22,2024-04-22,1,1.0
1,2018-07-09,2018-07-09,1,1.0
1,2020-08-04,2020-08-04,1,1.0
1,2023-02-13,2023-02-13,1,1.0
1,2024-04-29,2024-04-29,1,1.0
1,2021-12-06,2021-12-06,1,1.0
1,2019-08-01,2019-08-01,1,1.0
1,2020-11-12,2020-11-12,1,1.0
1,2023-01-13,2023-01-13,1,1.0
1,2022-05-03,2022-05-03,1,1.0
1,2019-06-17,2019-06-17,1,1.0
1,2020-03-20,2020-03-20,1,1.0
1,2022-05-22,2022-05-22,1,1.0
1,2024-02-26,2024-02-26,1,1.0
1,2021-03-01,2021-03-01,1,1.0
1,2023-07-06,2023-07-06,1,1.0
1,2018-02-11,2018-02-11,1,1.0
1,2021-04-19,2021-04-19,1,1.0
1,2020-04-13,2020-04-13,1,1.0
1,2022-12-08,2022-12-08,1,1.0
1,2022-05-03,2022-05-03,1,1.0
1,2022-09-23,2022-09-23,1,1.0
1,2020-07-13,2020-07-13,1,1.0
1,2024-04-22,2024-04-22,1,1.0
1,2023-10-27,2023-10-27,1,1.0
1,2018-12-12,2018-12-12,1,1.0
1,2022-10-24,2022-10-24,1,1.0
1,2021-08-10,2021-08-10,1,1.0
1,2023-12-12,2023-12-12,1,1.0
1,2024-05-27,2024-05-27,1,1.0
1,2020-03-13,2020-03-13,1,1.0
1,2021-06-09,2021-06-09,1,1.0
1,2024-05-29,2024-05-29,1,1.0
1,2022-10-27,2022-10-27,1,1.0
1,2020-08-04,2020-08-04,1,1.0
1,2018-12-23,2018-12-23,1,1.0
1,2017-01-22,2017-01-22,1,1.0
1,2021-11-13,2021-11-13,1,1.0
1,2023-11-03,2023-11-03,1,1.0
1,2022-09-02,2022-09-02,1,1.0
1,2024-01-21,2024-01-21,1,1.0
1,2024-03-12,2024-03-12,1,1.0
1,2021-01-03,2021-01-03,1,1.0
1,2024-02-27,2024-02-27,1,1.0
1,2017-10-11,2017-10-11,1,1.0
1,2018-10-17,2018-10-17,1,1.0
1,2020-05-19,2020-05-19,1,1.0
1,2021-08-01,2021-08-01,1,1.0
1,2021-01-07,2021-01-07,1,1.0
1,2024-01-03,2024-01-03,1,1.0
1,2022-07-06,2022-07-06,1,1.0
1,2017-06-15,2017-06-15,1,1.0
1,2022-07-22,2022-07-22,1,1.0
1,2023-10-09,2023-10-09,1,1.0
1,2021-11-04,2021-11-04,1,1.0
1,2022-11-15,2022-11-15,1,1.0
1,2022-02-14,2022-02-14,1,1.0
1,2018-05-25,2018-05-25,1,1.0
1,2023-04-11,2023-04-11,1,1.0
1,2023-01-23,2023-01-23,1,1.0
1,2023-12-27,2023-12-27,1,1.0
1,2017-12-28,2017-12-28,1,1.0
1,2022-11-10,2022-11-10,1,1.0
1,2017-07-24,2017-07-24,1,1.0
1,2022-05-24,2022-05-24,1,1.0
1,2021-06-03,2021-06-03,1,1.0
1,2020-05-02,2020-05-02,1,1.0
1,2019-01-26,2019-01-26,1,1.0
1,2018-05-26,2018-05-26,1,1.0
1,2021-08-17,2021-08-17,1,1.0
1,2022-11-04,2022-11-04,1,1.0
1,2017-01-15,2017-01-15,1,1.0
1,2022-08-11,2022-08-11,1,1.0
1,2018-08-23,2018-08-23,1,1.0
1,2018-06-29,2018-06-29,1,1.0
1,2021-02-26,2021-02-26,1,1.0
1,2022-06-17,2022-06-17,1,1.0
1,2023-06-08,2023-06-08,1,1.0
1,2018-02-16,2018-02-16,1,1.0
1,2019-07-17,2019-07-17,1,1.0
1,2020-04-20,2020-04-20,1,1.0
1,2023-10-18,2023-10-18,1,1.0
1,2017-11-06,2017-11-06,1,1.0
1,2022-09-19,2022-09-19,1,1.0
1,2017-05-04,2017-05-04,1,1.0
1,2024-04-24,2024-04-24,1,1.0
1,2019-11-02,2019-11-02,1,1.0
1,2023-10-20,2023-10-20,1,1.0
1,2020-01-13,2020-01-13,1,1.0
1,2022-11-07,2022-11-07,1,1.0
1,2023-07-06,2023-07-06,1,1.0
1,2023-09-28,2023-09-28,1,1.0
1,2020-12-12,2020-12-12,1,1.0
1,2017-12-03,2017-12-03,1,1.0
1,2023-06-14,2023-06-14,1,1.0
1,2021-07-25,2021-07-25,1,1.0
1,2024-02-04,2024-02-04,1,1.0
1,2017-04-22,2017-04-22,1,1.0
1,2020-08-16,2020-08-16,1,1.0
1,2022-11-24,2022-11-24,1,1.0
1,2023-01-11,2023-01-11,1,1.0
1,2023-02-13,2023-02-13,1,1.0
1,2020-03-30,2020-03-30,1,1.0
1,2019-04-23,2019-04-23,1,1.0
1,2018-05-16,2018-05-16,1,1.0
1,2024-03-07,2024-03-07,1,1.0
1,2020-05-07,2020-05-07,1,1.0
1,2023-09-28,2023-09-28,1,1.0
1,2023-09-26,2023-09-26,1,1.0
1,2022-11-04,2022-11-04,1,1.0
1,2021-11-23,2021-11-23,1,1.0
1,2017-08-13,2017-08-13,1,1.0
1,2022-06-26,2022-06-26,1,1.0
1,2023-06-14,2023-06-14,1,1.0
1,2019-02-19,2019-02-19,1,1.0
1,2018-02-12,2018-02-12,1,1.0
1,2021-09-17,2021-09-17,1,1.0
1,2022-02-11,2022-02-11,1,1.0
1,2021-12-13,2021-12-13,1,1.0
1,2023-10-18,2023-10-18,1,1.0
1,2020-12-28,2020-12-28,1,1.0
1,2023-10-27,2023-10-27,1,1.0
1,2020-05-22,2020-05-22,1,1.0
1,2021-11-17,2021-11-17,1,1.0
1,2022-10-27,2022-10-27,1,1.0
1,2020-11-13,2020-11-13,1,1.0
1,2021-11-11,2021-11-11,1,1.0
1,2021-05-23,2021-05-23,1,1.0
1,2020-04-07,2020-04-07,1,1.0
1,2017-06-15,2017-06-15,1,1.0
1,2020-05-20,2020-05-20,1,1.0
1,2019-05-22,2019-05-22,1,1.0
1,2024-05-06,2024-05-06,1,1.0
1,2024-02-05,2024-02-05,1,1.0
1,2023-03-20,2023-03-20,1,1.0
1,2024-05-23,2024-05-23,1,1.0
1,2020-11-09,2020-11-09,1,1.0
1,2020-09-21,2020-09-21,1,1.0
1,2021-06-16,2021-06-16,1,1.0
1,2023-07-23,2023-07-23,1,1.0
1,2023-04-10,2023-04-10,1,1.0
1,2018-10-20,2018-10-20,1,1.0
1,2021-04-17,2021-04-17,1,1.0
1,2019-08-19,2019-08-19,1,1.0
1,2021-02-22,2021-02-22,1,1.0
1,2021-08-23,2021-08-23,1,1.0
1,2023-06-08,2023-06-08,1,1.0
1,2023-11-17,2023-11-17,1,1.0
1,2019-04-03,2019-04-03,1,1.0
1,2024-03-22,2024-03-22,1,1.0
1,2020-12-17,2020-12-17,1,1.0
1,2022-02-02,2022-02-02,1,1.0
1,2022-10-31,2022-10-31,1,1.0
1,2023-12-02,2023-12-02,1,1.0
1,2023-02-06,2023-02-06,1,1.0
1,2022-04-06,2022-04-06,1,1.0
1,2023-09-06,2023-09-06,1,1.0
1,2019-08-23,2019-08-23,1,1.0
1,2020-04-20,2020-04-20,1,1.0
1,2022-10-28,2022-10-28,1,1.0
1,2024-02-28,2024-02-28,1,1.0
1,2019-03-16,2019-03-16,1,1.0
1,2023-01-03,2023-01-03,1,1.0
1,2023-01-16,2023-01-16,1,1.0
1,2022-08-08,2022-08-08,1,1.0
1,2022-09-15,2022-09-15,1,1.0
1,2024-03-22,2024-03-22,1,1.0
1,2022-10-13,2022-10-13,1,1.0
1,2023-06-23,2023-06-23,1,1.0
1,2023-05-25,2023-05-25,1,1.0
1,2018-12-04,2018-12-04,1,1.0
1,2024-05-18,2024-05-18,1,1.0
1,2024-04-25,2024-04-25,1,1.0
1,2017-01-17,2017-01-17,1,1.0
1,2017-11-13,2017-11-13,1,1.0
1,2020-07-28,2020-07-28,1,1.0
1,2021-08-25,2021-08-25,1,1.0
1,2022-02-02,2022-02-02,1,1.0
1,2023-03-13,2023-03-13,1,1.0
1,2017-12-27,2017-12-27,1,1.0
1,2016-11-17,2016-11-17,1,1.0
1,2018-02-09,2018-02-09,1,1.0
1,2017-04-30,2017-04-30,1,1.0
1,2021-03-02,2021-03-02,1,1.0
1,2022-09-12,2022-09-12,1,1.0
1,2022-05-20,2022-05-20,1,1.0
1,2022-10-10,2022-10-10,1,1.0
1,2024-04-23,2024-04-23,1,1.0
1,2024-06-11,2024-06-11,1,1.0
1,2023-07-22,2023-07-22,1,1.0
1,2019-05-07,2019-05-07,1,1.0
1,2020-12-31,2020-12-31,1,1.0
1,2017-07-28,2017-07-28,1,1.0
1,2023-08-07,2023-08-07,1,1.0
1,2019-09-29,2019-09-29,1,1.0
1,2021-01-11,2021-01-11,1,1.0
1,2023-02-19,2023-02-19,1,1.0
1,2019-05-27,2019-05-27,1,1.0
1,2023-11-17,2023-11-17,1,1.0
1,2020-07-01,2020-07-01,1,1.0
1,2020-12-30,2020-12-30,1,1.0
1,2022-02-21,2022-02-21,1,1.0
1,2019-05-06,2019-05-06,1,1.0
1,2022-07-28,2022-07-28,1,1.0
1,2022-02-06,2022-02-06,1,1.0
1,2024-06-10,2024-06-10,1,1.0
1,2024-02-29,2024-02-29,1,1.0
1,2018-04-23,2018-04-23,1,1.0
1,2020-08-05,2020-08-05,1,1.0
1,2023-04-02,2023-04-02,1,1.0
1,2020-04-03,2020-04-03,1,1.0
1,2024-05-30,2024-05-30,1,1.0
1,2023-07-09,2023-07-09,1,1.0
1,2022-07-06,2022-07-06,1,1.0
1,2024-05-01,2024-05-01,1,1.0
1,2024-02-26,2024-02-26,1,1.0
1,2018-03-25,2018-03-25,1,1.0
1,2024-03-05,2024-03-05,1,1.0
1,2023-10-30,2023-10-30,1,1.0
1,2020-05-02,2020-05-02,1,1.0
1,2018-11-11,2018-11-11,1,1.0
1,2022-01-31,2022-01-31,1,1.0
1,2023-06-14,2023-06-14,1,1.0
1,2019-10-09,2019-10-09,1,1.0
1,2021-07-12,2021-07-12,1,1.0
1,2019-08-16,2019-08-16,1,1.0
1,2022-05-23,2022-05-23,1,1.0
1,2016-11-17,2016-11-17,1,1.0
1,2024-03-09,2024-03-09,1,1.0
1,2018-09-14,2018-09-14,1,1.0
1,2021-01-26,2021-01-26,1,1.0
1,2023-03-19,2023-03-19,1,1.0
1,2020-11-24,2020-11-24,1,1.0
1,2022-01-01,2022-01-01,1,1.0
1,2020-05-02,2020-05-02,1,1.0
1,2024-02-16,2024-02-16,1,1.0
1,2018-12-10,2018-12-10,1,1.0
1,2021-10-15,2021-10-15,1,1.0
1,2022-05-04,2022-05-04,1,1.0
1,2020-10-30,2020-10-30,1,1.0
1,2023-03-03,2023-03-03,1,1.0
1,2024-01-10,2024-01-10,1,1.0
1,2019-10-30,2019-10-30,1,1.0
1,2023-04-28,2023-04-28,1,1.0
1,2021-03-26,2021-03-26,1,1.0
1,2022-09-30,2022-09-30,1,1.0
1,2021-09-08,2021-09-08,1,1.0
1,2020-03-30,2020-03-30,1,1.0
1,2021-07-27,2021-07-27,1,1.0
1,2022-04-22,2022-04-22,1,1.0
1,2023-03-20,2023-03-20,1,1.0
1,2022-10-01,2022-10-01,1,1.0
1,2024-01-03,2024-01-03,1,1.0
1,2023-09-13,2023-09-13,1,1.0
1,2022-11-05,2022-11-05,1,1.0
1,2024-01-25,2024-01-25,1,1.0
1,2017-04-30,2017-04-30,1,1.0
1,2020-08-02,2020-08-02,1,1.0
1,2017-09-08,2017-09-08,1,1.0
1,2021-11-01,2021-11-01,1,1.0
1,2020-04-02,2020-04-02,1,1.0
1,2022-01-01,2022-01-01,1,1.0
1,2021-02-25,2021-02-25,1,1.0
1,2023-05-10,2023-05-10,1,1.0
1,2021-04-02,2021-04-02,1,1.0
1,2021-10-18,2021-10-18,1,1.0
1,2021-06-02,2021-06-02,1,1.0
1,2022-08-08,2022-08-08,1,1.0
1,2022-06-04,2022-06-04,1,1.0
1,2024-03-19,2024-03-19,1,1.0
1,2021-05-15,2021-05-15,1,1.0
1,2024-05-21,2024-05-21,1,1.0
1,2023-12-06,2023-12-06,1,1.0
1,2021-07-19,2021-07-19,1,1.0
1,2020-06-29,2020-06-29,1,1.0
1,2023-06-24,2023-06-24,1,1.0
1,2022-01-31,2022-01-31,1,1.0
1,2022-12-03,2022-12-03,1,1.0
1,2023-07-18,2023-07-18,1,1.0
1,2024-01-06,2024-01-06,1,1.0
1,2022-04-30,2022-04-30,1,1.0
1,2024-01-27,2024-01-27,1,1.0
1,2023-09-19,2023-09-19,1,1.0
1,2018-08-19,2018-08-19,1,1.0
1,2022-09-09,2022-09-09,1,1.0
1,2022-02-09,2022-02-09,1,1.0
1,2023-02-26,2023-02-26,1,1.0
1,2024-06-03,2024-06-03,1,1.0
1,2019-05-18,2019-05-18,1,1.0
1,2022-02-01,2022-02-01,1,1.0
1,2023-01-11,2023-01-11,1,1.0
1,2018-11-28,2018-11-28,1,1.0
1,2023-08-02,2023-08-02,1,1.0
1,2019-07-12,2019-07-12,1,1.0
1,2019-01-31,2019-01-31,1,1.0
1,2023-07-23,2023-07-23,1,1.0
1,2019-08-11,2019-08-11,1,1.0
1,2018-10-05,2018-10-05,1,1.0
1,2020-08-07,2020-08-07,1,1.0
1,2024-02-22,2024-02-22,1,1.0
1,2023-04-04,2023-04-04,1,1.0
1,2023-07-21,2023-07-21,1,1.0
1,2020-11-19,2020-11-19,1,1.0
1,2023-10-03,2023-10-03,1,1.0
1,2022-01-21,2022-01-21,1,1.0
1,2021-02-16,2021-02-16,1,1.0
1,2023-10-13,2023-10-13,1,1.0
1,2024-04-19,2024-04-19,1,1.0
1,2024-04-23,2024-04-23,1,1.0
1,2023-12-22,2023-12-22,1,1.0
1,2017-09-17,2017-09-17,1,1.0
1,2019-08-20,2019-08-20,1,1.0
1,2022-05-26,2022-05-26,1,1.0
1,2023-07-12,2023-07-12,1,1.0
1,2023-03-13,2023-03-13,1,1.0
1,2021-07-21,2021-07-21,1,1.0
1,2024-01-31,2024-01-31,1,1.0
1,2018-07-26,2018-07-26,1,1.0
1,2020-05-02,2020-05-02,1,1.0
1,2021-11-11,2021-11-11,1,1.0
1,2020-07-10,2020-07-10,1,1.0
1,2017-10-16,2017-10-16,1,1.0
1,2021-12-12,2021-12-12,1,1.0
1,2020-08-20,2020-08-20,1,1.0
1,2017-03-15,2017-03-15,1,1.0
1,2021-11-11,2021-11-11,1,1.0
1,2018-06-27,2018-06-27,1,1.0
1,2022-12-27,2022-12-27,1,1.0
1,2024-05-15,2024-05-15,1,1.0
1,2022-04-06,2022-04-06,1,1.0
1,2022-06-13,2022-06-13,1,1.0
1,2022-05-22,2022-05-22,1,1.0
1,2020-11-09,2020-11-09,1,1.0
1,2024-05-22,2024-05-22,1,1.0
1,2017-10-03,2017-10-03,1,1.0
1,2022-03-21,2022-03-21,1,1.0
1,2022-07-11,2022-07-11,1,1.0
1,2020-01-20,2020-01-20,1,1.0
1,2021-09-26,2021-09-26,1,1.0
1,2017-12-09,2017-12-09,1,1.0
1,2019-07-26,2019-07-26,1,1.0
1,2021-07-06,2021-07-06,1,1.0
1,2022-02-21,2022-02-21,1,1.0
1,2024-03-05,2024-03-05,1,1.0
1,2017-06-13,2017-06-13,1,1.0
1,2017-12-06,2017-12-06,1,1.0
1,2020-04-22,2020-04-22,1,1.0
1,2016-12-17,2016-12-17,1,1.0
1,2017-11-01,2017-11-01,1,1.0
1,2024-04-30,2024-04-30,1,1.0
1,2021-07-16,2021-07-16,1,1.0
1,2021-05-27,2021-05-27,1,1.0
1,2024-02-17,2024-02-17,1,1.0
1,2022-01-21,2022-01-21,1,1.0
1,2022-11-30,2022-11-30,1,1.0
1,2021-06-17,2021-06-17,1,1.0
1,2024-01-19,2024-01-19,1,1.0
1,2024-01-11,2024-01-11,1,1.0
1,2020-05-25,2020-05-25,1,1.0
1,2020-04-05,2020-04-05,1,1.0
1,2017-07-22,2017-07-22,1,1.0
1,2023-03-14,2023-03-14,1,1.0
1,2020-07-16,2020-07-16,1,1.0
1,2020-10-06,2020-10-06,1,1.0
1,2023-01-11,2023-01-11,1,1.0
1,2023-10-30,2023-10-30,1,1.0
1,2019-06-28,2019-06-28,1,1.0
1,2021-07-25,2021-07-25,1,1.0
1,2019-06-05,2019-06-05,1,1.0
1,2019-01-17,2019-01-17,1,1.0
1,2022-01-05,2022-01-05,1,1.0
1,2022-01-26,2022-01-26,1,1.0
1,2021-07-08,2021-07-08,1,1.0
1,2019-04-09,2019-04-09,1,1.0
1,2020-08-30,2020-08-30,1,1.0
1,2024-02-29,2024-02-29,1,1.0
1,2022-02-17,2022-02-17,1,1.0
1,2022-12-04,2022-12-04,1,1.0
1,2022-02-11,2022-02-11,1,1.0
1,2023-03-09,2023-03-09,1,1.0
1,2023-01-19,2023-01-19,1,1.0
1,2021-10-12,2021-10-12,1,1.0
1,2020-08-16,2020-08-16,1,1.0
1,2021-08-03,2021-08-03,1,1.0
1,2019-07-25,2019-07-25,1,1.0
1,2018-10-19,2018-10-19,1,1.0
1,2020-10-28,2020-10-28,1,1.0
1,2024-01-04,2024-01-04,1,1.0
1,2017-08-12,2017-08-12,1,1.0
1,2022-07-30,2022-07-30,1,1.0
1,2023-10-11,2023-10-11,1,1.0
1,2023-12-27,2023-12-27,1,1.0
1,2024-02-06,2024-02-06,1,1.0
1,2024-01-30,2024-01-30,1,1.0
1,2020-01-20,2020-01-20,1,1.0
1,2021-03-16,2021-03-16,1,1.0
1,2018-04-09,2018-04-09,1,1.0
1,2020-06-20,2020-06-20,1,1.0
1,2021-01-06,2021-01-06,1,1.0
1,2021-12-28,2021-12-28,1,1.0
1,2017-06-21,2017-06-21,1,1.0
1,2020-09-08,2020-09-08,1,1.0
1,2022-06-20,2022-06-20,1,1.0
1,2022-09-30,2022-09-30,1,1.0
1,2024-05-25,2024-05-25,1,1.0
1,2023-06-11,2023-06-11,1,1.0
1,2024-05-10,2024-05-10,1,1.0
1,2021-03-28,2021-03-28,1,1.0
1,2018-02-07,2018-02-07,1,1.0
1,2017-07-08,2017-07-08,1,1.0
1,2021-08-27,2021-08-27,1,1.0
1,2023-01-28,2023-01-28,1,1.0
1,2018-11-18,2018-11-18,1,1.0
1,2023-11-16,2023-11-16,1,1.0
1,2022-02-01,2022-02-01,1,1.0
1,2020-04-22,2020-04-22,1,1.0
1,2024-04-19,2024-04-19,1,1.0
1,2022-04-19,2022-04-19,1,1.0
1,2021-03-08,2021-03-08,1,1.0
1,2020-04-24,2020-04-24,1,1.0
1,2022-05-23,2022-05-23,1,1.0
1,2021-01-21,2021-01-21,1,1.0
1,2020-03-18,2020-03-18,1,1.0
1,2021-01-06,2021-01-06,1,1.0
1,2023-07-05,2023-07-05,1,1.0
1,2020-10-14,2020-10-14,1,1.0
1,2024-02-20,2024-02-20,1,1.0
1,2024-04-12,2024-04-12,1,1.0
1,2024-01-06,2024-01-06,1,1.0
1,2021-02-26,2021-02-26,1,1.0
1,2023-07-10,2023-07-10,1,1.0
1,2023-08-21,2023-08-21,1,1.0
1,2019-11-10,2019-11-10,1,1.0
1,2021-02-09,2021-02-09,1,1.0
1,2023-02-27,2023-02-27,1,1.0
1,2021-07-20,2021-07-20,1,1.0
1,2021-06-29,2021-06-29,1,1.0
1,2024-02-29,2024-02-29,1,1.0
1,2023-07-19,2023-07-19,1,1.0
1,2022-03-31,2022-03-31,1,1.0
1,2024-03-17,2024-03-17,1,1.0
1,2023-06-19,2023-06-19,1,1.0
1,2022-06-18,2022-06-18,1,1.0
1,2017-11-16,2017-11-16,1,1.0
1,2023-06-09,2023-06-09,1,1.0
1,2020-06-07,2020-06-07,1,1.0
1,2023-07-21,2023-07-21,1,1.0
1,2022-08-07,2022-08-07,1,1.0
1,2023-08-07,2023-08-07,1,1.0
1,2020-11-20,2020-11-20,1,1.0
1,2022-11-07,2022-11-07,1,1.0
1,2020-05-02,2020-05-02,1,1.0
1,2023-12-27,2023-12-27,1,1.0
1,2024-05-28,2024-05-28,1,1.0
1,2021-06-17,2021-06-17,1,1.0
1,2024-01-04,2024-01-04,1,1.0
1,2021-08-16,2021-08-16,1,1.0
1,2023-07-29,2023-07-29,1,1.0
1,2022-08-08,2022-08-08,1,1.0
1,2023-09-08,2023-09-08,1,1.0
1,2022-05-16,2022-05-16,1,1.0
1,2022-03-01,2022-03-01,1,1.0
1,2020-08-05,2020-08-05,1,1.0
1,2019-04-13,2019-04-13,1,1.0
1,2022-08-25,2022-08-25,1,1.0
1,2022-01-06,2022-01-06,1,1.0
